neighborhood,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
Corinthian Palisades,355439.49121204455,7.7203487161068285,-1.702667708230543,384147.31770717143,-7.473129492735476,0.0,0.0,0.0,0.0,0,1891.7982431087387,681.2590248230854,148.09978800501855,296.1995760100371,3017.3566319468796,200,300,75,0.0,575.0,3592.3566319468796,-3592.3566319468796,-43108.27958336256,-60.640813203344145,2416.9885402419027,2223.6294570225505,-793.7271749243291,-9524.72609909195,-13.398519768600758,(81751.08297877025+0j),(-215541.3979168128+0j),(66711.12498659338+0j),(16686.917721360398+0j),(-132143.35520885902+0j),(-161.64110662995745+0j),(-26.56015865528032+53.35716798690526j),81751.08297877025,-51588.98884833253,66711.12498659338,16686.917721360398,31809.05385962125,38.909642173036005,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Rock Island - Samuels,173708.72643693452,6.208997497784519,-3.8975026380103084,195417.703597869,-11.10901252099823,0.0,0.0,0.0,0.0,0,924.5507930631243,332.9417256707912,72.37863601538939,144.75727203077878,1474.6284267800836,200,300,75,0.0,575.0,2049.628426780084,-2049.628426780084,-24595.541121361006,-70.79535273171925,1389.669811495476,1278.4962265758381,-196.13220020424546,-2353.5864024509456,-6.774519768600751,(39953.00708049494+0j),(-122977.70560680503+0j),(32602.74912357179+0j),(8155.152416100464+0j),(-82219.80406713278+0j),(-205.7912784924579+0j),(-18.182233883585397+59.44408662997122j),39953.00708049494,-12747.783128504296,32602.74912357179,8155.152416100464,28010.118411167958,70.10766011863598,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Oak Hills,451403.5570667465,4.382012198949781,1.545427121908105,445558.6209545485,1.3118220223583776,0.0,0.0,0.0,0.0,0,2402.55930279412,865.1901510445974,188.08481544447773,376.16963088895545,3832.00390017215,200,300,75,0.0,575.0,4407.003900172151,-4407.003900172151,-52884.04680206581,-58.577348332953136,2618.1406309871295,2408.689380508159,-1423.3145196639912,-17079.774235967896,-18.918519768600763,(103822.81812535171+0j),(-264420.23401032906+0j),(84722.26598171575+0j),(21192.169700154453+0j),(-158505.79832845886+0j),(-152.6695202369531+0j),(-28.83449802247906+51.704763713518574j),103822.81812535171,-92509.56651397969,84722.26598171575,21192.169700154453,13404.869167890516,12.911293885035935,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
Harwood Terrace,350691.56068208953,4.326224451551042,1.6010373333367856,341172.71781655535,2.7900363564979935,0.0,0.0,0.0,0.0,0,1866.5277628806066,672.1588246406716,146.1214836175373,292.2429672350746,2977.0510383738897,200,300,75,0.0,575.0,3552.0510383738897,-3552.0510383738897,-42624.61246048668,-60.77222442647676,2384.702612638209,2193.926403627152,-783.1246347467377,-9397.495616960852,-13.39851976860075,(80659.05895688059+0j),(-213123.0623024334+0j),(65820.00344595808+0j),(16464.015291948454+0j),(-130839.04356452686+0j),(-162.2124597740124+0j),(-26.42451744284019+53.45571709629322j),80659.05895688059,-50899.867517646184,65820.00344595808,16464.015291948454,31384.151220260348,38.909642173035955,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Buena Vista,219567.20558413657,-3.808115002073964,,,,0.0,0.0,0.0,0.0,0,1168.6288778771725,420.8371440362617,91.48633566005691,182.97267132011382,1863.925028893605,200,300,75,0.0,575.0,2438.925028893605,-2438.925028893605,-29267.10034672326,-66.64724877483654,1756.5376446730925,1616.0146330992452,-247.91039579435983,-2974.924749532318,-6.7745197686007534,(50500.45728435141+0j),(-146335.5017336163+0j),(41209.757657294394+0j),(10308.083329169895+0j),(-94817.660747152+0j),(-187.7560438973157+0j),(-21.184242862352633+57.262999437442886j),50500.45728435141,-16113.152035194245,41209.757657294394,10308.083329169895,35404.68895127004,70.107660118636,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Teakwood Estates,384641.8730424277,3.837541241683451,0.29260625203348933,387069.42184522375,-0.6271610894044599,0.0,0.0,0.0,0.0,0,2047.2255830841716,737.2302566646531,160.26744710101153,320.53489420202305,3265.258181051859,200,300,75,0.0,575.0,3840.258181051859,-3840.258181051859,-46083.09817262231,-59.90390204804762,2615.564736688508,2406.3195577534275,-858.9386232984316,-10307.26347958118,-13.398519768600755,(88467.63079975836+0j),(-230415.49086311157+0j),(72192.01214842737+0j),(18057.890151040803+0j),(-140165.5885636434+0j),(-158.43714508519+0j),(-27.339991773327878+52.79058606189668j),88467.63079975836,-55827.463716319646,72192.01214842737,18057.890151040803,34422.43858314853,38.909642173035955,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Canterbury,357540.71481910074,4.608744173043688,-0.6231342925687833,371620.0688320515,-3.788642001278386,0.0,0.0,0.0,0.0,0,1902.9818375783698,685.2863700699431,148.97529784129196,297.9505956825839,3035.1941011721888,200,300,75,0.0,575.0,3610.1941011721888,-3610.1941011721888,-43322.32921406627,-60.58377048888738,2431.276860769885,2236.774711908294,-798.4193892638946,-9581.032671166735,-13.398519768600758,(82234.36440839317+0j),(-216611.64607033134+0j),(67105.49588273972+0j),(16785.564456773922+0j),(-132720.5857308177+0j),(-161.39309482797157+0j),(-26.61935075204204+53.31416241128606j),82234.36440839317,-51893.96340493744,67105.49588273972,16785.564456773922,31997.0969345762,38.90964217303593,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
North Lake Worth,402850.59141174954,4.6943499373255815,1.8276814923832152,393208.2219277587,2.452229873708589,0.0,0.0,0.0,0.0,0,2144.1400292051703,772.1303002058534,167.854413088229,335.708826176458,3419.833568675711,200,300,75,0.0,575.0,3994.833568675711,-3994.833568675711,-47938.00282410853,-59.49848882698,2739.3840215998966,2520.233299871905,-899.6002688038061,-10795.203225645673,-13.398519768600767,(92655.6360247024+0j),(-239690.01412054265+0j),(75609.5392297298+0j),(18912.739971481904+0j),(-145167.73491933095+0j),(-156.6744789066351+0j),(-27.783713613747075+52.468203274227335j),92655.6360247024,-58470.302770849434,75609.5392297298,18912.739971481904,36051.976430362265,38.90964217303592,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Rollingwood,408511.1853198565,4.507286626890217,1.2131039970099122,402884.8040349085,1.3965235790974528,0.0,0.0,0.0,0.0,0,2174.2680872152473,782.9797718630583,170.21299388327355,340.4259877665471,3467.8868407281266,200,300,75,0.0,575.0,4042.8868407281266,-4042.8868407281266,-48514.64208873752,-59.3798209598,2777.876060175024,2555.6459753610225,-912.2408653671041,-10946.89038440525,-13.398519768600755,(93957.572623567+0j),(-242573.2104436876+0j),(76671.9551881096+0j),(19178.48946509196+0j),(-146722.76579048604+0j),(-156.15853165802642+0j),(-27.9156820821032+52.37232256961087j),93957.572623567,-59291.889350901234,76671.9551881096,19178.48946509196,36558.55530230032,38.90964217303597,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Vista Greens,317033.63044000167,6.974683442228757,-3.4920404587837295,368254.3719249543,-13.909065415085086,0.0,0.0,0.0,0.0,0,1687.3861230995835,607.6477916766698,132.09734601666736,264.1946920333347,2691.3259528262556,200,300,75,0.0,575.0,3266.3259528262556,-3266.3259528262556,-39195.91143391507,-61.816646044011506,2155.828686992011,1983.3623920326504,-707.9635607936052,-8495.562729523263,-13.398519768600764,(72917.73500120039+0j),(-195979.55716957536+0j),(59502.8708631004+0j),(14883.866978361271+0j),(-121592.81932811369+0j),(-166.75342332851125+0j),(-25.380496829181475+54.21424247223053j),72917.73500120039,-46014.70807181203,59502.8708631004,14883.866978361271,28372.029769649642,38.90964217303593,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
The Parks,287207.468340369,5.312857033470686,-2.593167952763664,319902.22002331715,-10.220232820067665,0.0,0.0,0.0,0.0,0,1528.6387625675482,550.4809809857072,119.66977847515375,239.3395569503075,2438.1290789787163,200,300,75,0.0,575.0,3013.1290789787163,-3013.1290789787163,-36157.548947744595,-62.94674222206219,1953.010784714509,1796.7699219373485,-641.3591570413678,-7696.309884496413,-13.398519768600744,(66057.71771828487+0j),(-180787.74473872298+0j),(53904.908686995506+0j),(13483.609761012252+0j),(-113399.22629071522+0j),(-171.6668849722099+0j),(-24.312989765221126+54.98983175314387j),66057.71771828487,-41685.69685614892,53904.908686995506,13483.609761012252,25702.82159185884,38.909642173036,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Quail Ridge,389073.96632986376,3.265538458835504,-1.5201684747052746,415755.0161207765,-6.41749317659751,0.0,0.0,0.0,0.0,0,2070.8150448681563,745.7251021322389,162.11415263744325,324.2283052748865,3302.882604912725,200,300,75,0.0,575.0,3877.882604912725,-3877.882604912725,-46534.5912589527,-59.80172831648656,2645.7029710430734,2434.0467333596275,-868.8358715530976,-10426.030458637171,-13.398519768600758,(89487.01225586867+0j),(-232672.95629476348+0j),(73023.85536382854+0j),(18265.96488063439+0j),(-141383.13605030056+0j),(-157.99291146970714+0j),(-27.450800122874707+52.71007908349282j),89487.01225586867,-56470.74398436366,73023.85536382854,18265.96488063439,34819.07626009927,38.909642173035884,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Greenbriar,260284.21174342325,4.921107005650516,-0.8337258791234703,270273.198770637,-3.695885153485279,0.0,0.0,0.0,0.0,0,1385.3418842291692,498.8780725082279,108.45175489309302,216.90350978618605,2209.575221416676,200,300,75,0.0,575.0,2784.575221416676,-2784.575221416676,-33414.902657000115,-64.18926148686087,2082.273693947386,1915.6917984315953,-293.88342298508064,-3526.6010758209677,-6.774519768600748,(59865.36870098735+0j),(-167074.51328500058+0j),(48851.78212033195+0j),(12219.636064413935+0j),(-106003.0951002547+0j),(-177.0691426452476+0j),(-23.204857583901706+55.79493690952377j),59865.36870098735,-19101.20896708938,48851.78212033195,12219.636064413935,41970.209217656506,70.107660118636,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Kings Mill,690214.4977309922,4.578813341719279,0.25060466666884107,710356.2082080838,-2.8354380864637263,0.0,0.0,0.0,0.0,0,3673.6114203942016,1322.9111206510681,287.5893740545801,575.1787481091602,5859.29066320901,200,300,75,0.0,575.0,6434.29066320901,-6434.29066320901,-77211.48795850812,-55.9329659202558,3796.1797375204565,3492.4853585188202,-2366.8053046901896,-28401.663656282275,-20.57451976860075,(158749.3344781282+0j),(-386057.4397925406+0j),(129543.80918304296+0j),(32403.694070268946+0j),(-224109.9365392287+0j),(-141.17220539913862+0j),(-32.25480912931832+49.21976223539077j),158749.3344781282,-153832.5716030538,129543.80918304296,32403.694070268946,8114.931650258106,5.111789398635964,1.0020726320341344,fort_worth,"Fort Worth Metro, TX",TX,True
Hurstview,243224.41705698115,-2.5602557599632148,,,,0.0,0.0,0.0,0.0,0,1294.5424924520935,466.1801326925472,101.34350710707548,202.68701421415096,2064.7531464658673,200,300,75,0.0,575.0,2639.7531464658673,-2639.7531464658673,-31677.037757590406,-65.11895092787763,1945.7953364558493,1790.1317095393815,-274.6214369264858,-3295.4572431178294,-6.774519768600759,(55941.61592310567+0j),(-158385.18878795204+0j),(45649.89228053941+0j),(11418.725087118713+0j),(-101316.57142029391+0j),(-181.1112706496684+0j),(-22.41569294746606+56.36829857949216j),55941.61592310567,-17849.259411414507,45649.89228053941,11418.725087118713,39219.35795624362,70.10766011863589,11.210239017634072,fort_worth,"Fort Worth Metro, TX",TX,True
Tejas Trails,486109.4043765568,4.925101573995172,0.13176610897809304,493555.4879157408,-1.5086618873651703,0.0,0.0,0.0,0.0,0,2587.2783972943153,931.709691721734,202.54558515689868,405.09117031379736,4126.624844486745,200,300,75,0.0,575.0,4701.624844486745,-4701.624844486745,-56419.49813384094,-58.03168754387693,2819.434545384029,2593.879781753307,-1532.7450627334383,-18392.94075280126,-18.918519768600756,(111805.16300660807+0j),(-282097.49066920474+0j),(91236.0782476386+0j),(22821.51487092895+0j),(-168039.8975506372+0j),(-150.29708202357835+0j),(-29.487485402733803+51.230340611512695j),111805.16300660807,-99622.09994414086,91236.0782476386,22821.51487092895,14435.49317442668,12.911293885035965,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
Villages of Sunset Pointe,309047.6440207057,6.135684317363399,-4.17317445632569,360292.9106967766,-14.223223703449172,0.0,0.0,0.0,0.0,0,1644.881349569786,592.3413177063526,128.76985167529406,257.5397033505881,2623.5322223020207,200,300,75,0.0,575.0,3198.5322223020207,-3198.5322223020207,-38382.38666762425,-62.09784706375675,2101.5239793407986,1933.4020609935349,-690.1301613084859,-8281.56193570183,-13.398519768600755,(71080.95812476231+0j),(-191911.93333812122+0j),(58004.01057511661+0j),(14508.946628773003+0j),(-119398.9761342316+0j),(-167.97603645783843+0j),(-25.10914095915281+54.411394052030246j),71080.95812476231,-44855.6107443791,58004.01057511661,14508.946628773003,27657.346459510518,38.90964217303592,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Heights of Park Vista,333236.7478979851,6.564136508517859,-2.7357676773199002,374698.0268272527,-11.065251472056058,0.0,0.0,0.0,0.0,0,1773.6259188954052,638.7037668044715,138.8486449574938,277.6972899149876,2828.8756205723585,200,300,75,0.0,575.0,3403.8756205723585,-3403.8756205723585,-40846.5074468683,-61.2875196155929,2266.0098857062985,2084.729094849795,-744.1465257225636,-8929.758308670764,-13.398519768600762,(76644.45201653658+0j),(-204232.5372343415+0j),(62543.97411875171+0j),(15644.559288967808+0j),(-126044.00382662198+0j),(-164.45287363973466+0j),(-25.902065576150534+53.83530059627905j),76644.45201653658,-48366.451382600906,62543.97411875171,15644.559288967808,29822.08202511861,38.909642173035934,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Lonesome Dove Estates,573056.1749500377,2.0854229296455973,,,,0.0,0.0,0.0,0.0,0,3050.0456245767855,1098.357668654239,238.77340622918237,477.54681245836474,4864.723511918572,200,300,75,0.0,575.0,5439.723511918572,-5439.723511918572,-65276.68214302286,-56.95487196234649,3323.7258147102184,3057.827749533401,-1806.8957623851707,-21682.749148622046,-18.918519768600756,(131802.92023850867+0j),(-326383.4107151143+0j),(107554.79640450154+0j),(26903.429353054205+0j),(-191925.18495755858+0j),(-145.61527514735906+0j),(-30.851987098692458+50.23897209986329j),131802.92023850867,-117440.7633765024,107554.79640450154,26903.429353054205,17017.462381053352,12.91129388503593,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
Chapman Place,346693.7845975775,6.698236447050454,-0.09684455978246076,353040.4669885316,-1.7977209369486324,0.0,0.0,0.0,0.0,0,1845.2499196470585,664.4964204786903,144.45574358232398,288.91148716464795,2943.1135708727206,200,300,75,0.0,575.0,3518.1135708727206,-3518.1135708727206,-42217.36285047265,-60.88566441921676,2357.517735263527,2168.916316442445,-774.1972544302757,-9290.367053163309,-13.398519768600755,(79739.57045744284+0j),(-211086.81425236326+0j),(65069.67562185263+0j),(16276.330574183463+0j),(-129740.80805632717+0j),(-162.7056771337514+0j),(-26.30822507400333+53.540208447935676j),79739.57045744284,-50319.624660729154,65069.67562185263,16276.330574183463,31026.381535306937,38.909642173036005,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Crystal Forest,612379.8545518582,6.283207328255225,1.0571404976995602,609192.4553633757,0.5232171147919518,0.0,0.0,0.0,0.0,0,3259.342761846528,1173.728054557728,255.1582727299409,510.3165454598818,5198.545634594079,200,300,75,0.0,575.0,5773.545634594079,-5773.545634594079,-69282.54761512895,-56.56827792435316,3551.803156400777,3267.658903888715,-1930.8867307053642,-23170.64076846437,-18.91851976860076,(140847.36654692737+0j),(-346412.7380756447+0j),(114935.31255340856+0j),(28749.569194688345+0j),(-202727.8563275478+0j),(-143.9344315039097+0j),(-31.36926550091016+49.86314734183346j),140847.36654692737,-125499.66432388932,114935.31255340856,28749.569194688345,18185.217424207585,12.911293885035938,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
Big Bear Creek Meadows,415333.8297639652,7.111562267363825,-1.5041301420587239,450033.63931045233,-7.710492397780444,0.0,0.0,0.0,0.0,0,2210.5810661943347,796.0565070476,173.05576240165217,346.11152480330435,3525.8048604468913,200,300,75,0.0,575.0,4100.804860446891,-4100.804860446891,-49209.658325362696,-59.241090899492356,2824.270042394963,2598.3284390033664,-927.4764214435249,-11129.7170573223,-13.398519768600755,(95526.78084571201+0j),(-246048.29162681347+0j),(77952.47211856651+0j),(19498.794071911834+0j),(-148597.02543633513+0j),(-155.5553574827758+0j),(-28.071196864617576+52.25933446638067j),95526.78084571201,-60282.13758399158,77952.47211856651,19498.794071911834,37169.12860648677,38.90964217303593,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Saginaw West,258147.73078505657,9.065739245329073,-2.0062003544406015,277804.903495977,-7.075891196861139,0.0,0.0,0.0,0.0,0,1373.9706353291358,494.78315067135844,107.56155449377358,215.12310898754717,2191.438449481815,200,300,75,0.0,575.0,2766.438449481815,-2766.438449481815,-33197.26139378178,-64.29896031397436,2065.1818462804526,1899.9672985780164,-291.4711509037986,-3497.6538108455834,-6.774519768600755,(59373.978080563014+0j),(-165986.3069689089+0j),(48450.79390217122+0j),(12119.334092216246+0j),(-105416.17897452143+0j),(-177.5460940674801+0j),(-23.110040860109738+55.86382529172478j),59373.978080563014,-18944.421242752906,48450.79390217122,12119.334092216246,41625.70675163456,70.107660118636,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Wakefield,298032.01034543634,8.383333916260739,-2.433750794027989,329496.28316559945,-9.549204172463966,0.0,0.0,0.0,0.0,0,1586.2515210086938,571.228019828753,124.18000431059848,248.36000862119695,2530.019553769242,200,300,75,0.0,575.0,3105.019553769242,-3105.019553769242,-37260.23464523091,-62.51045752106316,2026.617670348967,1864.4882567210498,-665.5312970481923,-7986.375564578308,-13.398519768600755,(68547.36237945037+0j),(-186301.17322615453+0j),(55936.526986246055+0j),(13991.792577710614+0j),(-116372.85366219786+0j),(-169.76999496786615+0j),(-24.71795934395843+54.6956041316428j),68547.36237945037,-43256.78614305823,55936.526986246055,13991.792577710614,26671.533420898442,38.90964217303601,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
